paid_status,status,Age,gender,education,married_status,city,province,agerange,salary,civil,appcount,phonegrade,simstrength
Pending Payment,1,27,Male,10th-12th,Unmarried,Surat City,GUJARAT,25-35,4,639,7,5,5
Paid,0,24,Male,Self Employed,Unmarried,Merakamudidam,ANDHRA PRADESH,<25,4,728,4,5,3
Pending Payment,1,35,Male,Self Employed,Unmarried,Krishna,ANDHRA PRADESH,25-35,5,599,6,4,5
Paid,0,29,Male,Graduate,Unmarried,Tiruchirappalli,TAMIL NADU,25-35,4,558,3,1,2
Paid,0,23,Male,Graduate,Unmarried,Aurangabad,MAHARASHTRA,<25,3,603,7,5,3
Pending Payment,1,27,Male,Graduate,Married,Haveli,MAHARASHTRA,25-35,4,523,7,1,3
Paid,0,25,Male,Post Graduate,Unmarried,Jaipur,RAJASTHAN,25-35,5,719,8,2,1
Paid,0,33,Male,Post Graduate,Married,Uthamapalayam,TAMIL NADU,25-35,5,586,6,4,1
Paid,0,31,Male,Graduate,Unmarried,Surat City,GUJARAT,25-35,5,571,1,2,1
Paid,0,26,Female,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,604,7,3,3
Paid,0,22,Male,Post Graduate,Unmarried,NA,TAMIL NADU,<25,3,693,7,4,2
Paid,0,24,Male,Self Employed,Unmarried,City Ahmedabad,GUJARAT,<25,4,745,2,4,1
Paid,0,39,Male,Graduate,Married,NA,MAHARASHTRA,>35,5,691,6,5,2
Paid,0,25,Male,Self Employed,Unmarried,Coimbatore South,TAMIL NADU,25-35,4,761,7,5,1
Paid,0,38,Male,Post Graduate,Married,Movva,ANDHRA PRADESH,>35,5,788,5,3,1
Paid,0,31,Male,Post Graduate,Unmarried,Chennai City Corporation,TAMIL NADU,25-35,4,559,8,2,3
Paid,0,27,Male,Self Employed,Unmarried,Salem,TAMIL NADU,25-35,4,675,7,1,2
Paid,0,31,Male,Post Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,5,628,6,4,3
Paid,0,30,Male,Post Graduate,Married,Coimbatore South,TAMIL NADU,25-35,4,604,3,2,1
Paid,0,40,Male,Post Graduate,Married,Thiruvananthapuram,Kerala,>35,5,605,8,1,3
Paid,0,28,Male,Self Employed,Married,Vijayawada (Urban),ANDHRA PRADESH,25-35,5,710,3,4,3
Paid,0,36,Male,Self Employed,Unmarried,Anantapur,ANDHRA PRADESH,>35,5,790,4,5,1
Paid,0,38,Male,Post Graduate,Married,Bangalore North,KARNATAKA,>35,6,667,5,4,2
Paid,0,33,Male,Post Graduate,Married,Warangal,Telangana,25-35,4,635,6,4,2
Paid,0,37,Male,Post Graduate,Unmarried,Warangal,TELANGANA,>35,4,655,3,5,3
Pending Payment,1,30,Male,10th-12th,Unmarried,Nashik,Maharashtra,25-35,4,533,5,1,4
Paid,0,26,Male,Self Employed,Unmarried,Chennai City Corporation,TAMIL NADU,25-35,4,782,1,1,2
Paid,0,34,Male,Post Graduate,Unmarried,Tambaram,TAMIL NADU,25-35,4,709,6,4,1
Paid,0,32,Male,Post Graduate,Unmarried,NA,TAMIL NADU,25-35,4,776,4,1,3
Paid,0,36,Male,Graduate,Married,Bangalore North,KARNATAKA,>35,4,710,7,2,2
Paid,0,34,Male,Self Employed,Married,Nandyal,ANDHRA PRADESH,25-35,5,795,4,2,3
Paid,0,36,Male,Graduate,Married,Chennai City Corporation,TAMIL NADU,>35,4,617,6,3,1
Paid,0,34,Male,Graduate,Married,Chennai,TAMIL NADU,25-35,6,628,8,2,1
Paid,0,35,Male,Graduate,Married,Aurangabad,MAHARASHTRA,25-35,4,725,6,5,2
Paid,0,29,Male,10th-12th,Married,Mysore,KARNATAKA,25-35,4,638,6,3,3
Paid,0,29,Male,Graduate,Unmarried,Thane,MAHARASHTRA,25-35,4,630,4,2,2
Paid,0,32,Male,Graduate,Married,Palladam,TAMIL NADU,25-35,4,796,1,1,2
Paid,0,28,Female,Graduate,Married,Malad West,MAHARASHTRA,25-35,4,701,5,3,2
Paid,0,30,Male,Graduate,Married,Pune City,MAHARASHTRA,25-35,4,677,5,3,1
Paid,0,29,Male,Post Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,633,2,3,3
Paid,0,26,Male,Post Graduate,Unmarried,Jogeshwari West,MAHARASHTRA,25-35,4,747,4,4,1
Pending Payment,1,31,Male,Graduate,Unmarried,Tiruppur,Tamil Nadu,25-35,4,503,4,5,5
Pending Payment,1,27,Male,Self Employed,Unmarried,Aurangabad,MAHARASHTRA,25-35,4,640,7,1,3
Paid,0,30,Male,Post Graduate,Unmarried,Visakhapatnam,ANDHRA PRADESH,25-35,5,759,1,3,2
Pending Payment,1,31,Female,Self Employed,Married,Nagpur,MAHARASHTRA,25-35,4,598,5,5,3
Pending Payment,1,24,Male,Self Employed,Unmarried,Madurai South,TAMIL NADU,<25,3,522,2,2,4
Paid,0,38,Male,Post Graduate,Married,Nagpur,MAHARASHTRA,>35,6,550,8,4,2
Paid,0,31,Male,Post Graduate,Married,Poonamallee,TAMIL NADU,25-35,4,579,2,2,1
Paid,0,29,Male,Self Employed,Unmarried,Panvel,MAHARASHTRA,25-35,5,736,3,1,3
Paid,0,23,Male,Post Graduate,Unmarried,Nagpur,MAHARASHTRA,<25,4,663,3,5,2
Paid,0,25,Male,Post Graduate,Unmarried,Thane,MAHARASHTRA,25-35,4,767,1,4,3
Paid,0,31,Male,Post Graduate,Married,Perambur Purasawalkam,TAMIL NADU,25-35,4,733,6,5,2
Paid,0,32,Male,10th-12th,Unmarried,NA,MAHARASHTRA,25-35,4,649,2,4,3
Paid,0,28,Male,Post Graduate,Unmarried,Vijayawada,Andhra Pradesh,25-35,3,797,1,2,3
Paid,0,30,Male,Post Graduate,Unmarried,Gmc,ASSAM,25-35,6,658,4,5,3
Paid,0,29,Male,10th-12th,Married,Tambaram,TAMIL NADU,25-35,5,689,8,5,3
Paid,0,30,Male,Self Employed,Unmarried,Rajkot,GUJARAT,25-35,5,614,3,2,3
Pending Payment,1,36,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,>35,6,509,4,4,3
Pending Payment,1,26,Male,Graduate,Unmarried,Idappadi,TAMIL NADU,25-35,4,505,5,5,5
Pending Payment,1,35,Male,Post Graduate,Unmarried,Panvel,MAHARASHTRA,25-35,4,605,4,2,4
Paid,0,33,Male,Graduate,Unmarried,Kangayam,TAMIL NADU,25-35,4,579,4,4,3
Paid,0,23,Male,Graduate,Unmarried,Malad East,MAHARASHTRA,<25,4,597,8,5,2
Paid,0,31,Male,Post Graduate,Unmarried,Guntur,ANDHRA PRADESH,25-35,5,687,3,3,2
Paid,0,25,Male,Post Graduate,Unmarried,Gandhinagar,GUJARAT,25-35,5,749,4,4,1
Paid,0,26,Male,Self Employed,Unmarried,Visakhapatnam,ANDHRA PRADESH,25-35,4,564,3,1,3
Paid,0,33,Male,Post Graduate,Unmarried,Mylapore - Triplicane,TAMIL NADU,25-35,4,574,8,4,2
Paid,0,35,Male,Graduate,Unmarried,Surat,Gujarat,25-35,4,571,3,2,3
Paid,0,27,Male,Self Employed,Unmarried,Chittoor,ANDHRA PRADESH,25-35,4,631,3,5,3
Paid,0,34,Male,10th-12th,Married,Surat City,GUJARAT,25-35,4,706,2,3,2
Paid,0,26,Male,10th-12th,Unmarried,Pune City,MAHARASHTRA,25-35,4,601,7,1,2
Paid,0,27,Male,Self Employed,Unmarried,Vadodara,GUJARAT,25-35,5,700,7,3,2
Pending Payment,1,30,Female,Post Graduate,Married,Nashik,MAHARASHTRA,25-35,4,510,2,2,5
Paid,0,38,Male,Self Employed,Married,Hyderabad,Telangana,>35,4,630,5,5,2
Paid,0,34,Male,Post Graduate,Married,Pedagantyada,ANDHRA PRADESH,25-35,5,602,4,3,2
Paid,0,24,Male,Post Graduate,Unmarried,Ahmadabad City,GUJARAT,<25,4,776,2,5,2
Paid,0,30,Male,Post Graduate,Unmarried,NA,MAHARASHTRA,25-35,4,770,3,3,2
Paid,0,26,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,6,584,5,4,1
Paid,0,28,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,5,632,6,2,2
Paid,0,36,Male,Post Graduate,Married,Nashik,MAHARASHTRA,>35,6,694,6,4,3
Pending Payment,1,26,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,25-35,4,617,2,5,5
Paid,0,37,Male,Graduate,Married,Ernakulam,KERALA,>35,4,658,3,4,3
Paid,0,31,Male,Self Employed,Unmarried,Mylapore - Triplicane,TAMIL NADU,25-35,4,658,7,1,3
Paid,0,34,Male,Graduate,Unmarried,Surat City,GUJARAT,25-35,4,725,7,2,2
Paid,0,28,Male,Graduate,Unmarried,Ahmedabad,Gujarat,25-35,4,780,6,5,3
Paid,0,32,Male,Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,714,4,5,2
Paid,0,29,Male,Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,4,579,5,2,2
Pending Payment,1,24,Male,Post Graduate,Unmarried,Karvir,MAHARASHTRA,<25,4,573,4,5,4
Paid,0,27,Male,Post Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,791,7,2,3
Paid,0,26,Male,Post Graduate,Unmarried,Vasai,MAHARASHTRA,25-35,4,721,3,5,1
Paid,0,24,Female,Post Graduate,Unmarried,Haveli,MAHARASHTRA,<25,4,641,3,2,2
Paid,0,28,Male,Post Graduate,Unmarried,Gandhinagar,GUJARAT,25-35,4,615,5,2,3
Paid,0,28,Male,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,5,762,4,2,3
Paid,0,23,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,<25,4,685,5,4,2
Paid,0,27,Male,Post Graduate,Married,Gingee,TAMIL NADU,25-35,4,706,3,3,2
Paid,0,27,Male,Self Employed,Unmarried,Jaipur,RAJASTHAN,25-35,4,788,2,3,1
Pending Payment,1,27,Female,Self Employed,Unmarried,Nashik,MAHARASHTRA,25-35,4,510,6,4,5
Paid,0,25,Male,Post Graduate,Unmarried,Tiruchirappalli,TAMIL NADU,25-35,4,737,3,3,1
Paid,0,37,Male,Graduate,Married,Vadodara,GUJARAT,>35,4,716,1,1,3
Paid,0,24,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,<25,4,737,1,4,2
Paid,0,34,Male,Post Graduate,Unmarried,Guntur,ANDHRA PRADESH,25-35,4,764,4,4,1
Paid,0,25,Male,Graduate,Unmarried,Bengaluru,Karnataka,25-35,5,794,8,5,3
Paid,0,35,Male,Graduate,Married,Mumbai,MAHARASHTRA,25-35,4,613,3,4,2
Paid,0,30,Male,Graduate,Unmarried,Guwahati,Assam,25-35,5,621,1,3,3
Paid,0,30,Male,Graduate,Unmarried,Cuttack Sadar,ODISHA,25-35,4,649,8,4,1
Paid,0,26,Male,Graduate,Unmarried,Bengaluru,Karnataka,25-35,4,643,4,2,2
Pending Payment,1,30,Male,Graduate,Married,Hindupur,ANDHRA PRADESH,25-35,4,504,6,5,3
Paid,0,27,Male,Post Graduate,Unmarried,Sanganer,RAJASTHAN,25-35,4,670,7,5,2
Paid,0,31,Female,Post Graduate,Unmarried,NA,TAMIL NADU,25-35,4,582,7,3,1
Paid,0,33,Male,10th-12th,Married,Pune City,MAHARASHTRA,25-35,4,728,8,4,1
Paid,0,31,Male,Post Graduate,Married,Aurangabad,MAHARASHTRA,25-35,4,620,7,1,1
Pending Payment,1,36,Male,10th-12th,Married,Chennai City Corporation,TAMIL NADU,>35,6,625,7,3,5
Paid,0,29,Male,Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,602,5,4,1
Paid,0,33,Male,Post Graduate,Married,Gmc,ASSAM,25-35,5,736,5,2,3
Paid,0,28,Male,Graduate,Unmarried,Aurangabad,MAHARASHTRA,25-35,4,777,3,4,3
Paid,0,35,Male,Self Employed,Married,Warangal,Telangana,25-35,5,726,5,3,3
Paid,0,23,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,<25,4,647,5,1,2
Paid,0,27,Male,10th-12th,Unmarried,Surat City,GUJARAT,25-35,4,718,2,5,3
Paid,0,25,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,5,595,5,1,1
Paid,0,27,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,769,4,1,1
Paid,0,28,Male,10th-12th,Married,Erode,TAMIL NADU,25-35,4,583,4,1,1
Paid,0,33,Female,Post Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,602,1,5,1
Paid,0,25,Male,Graduate,Married,Daskroi,GUJARAT,25-35,5,716,1,2,1
Paid,0,22,Male,Post Graduate,Unmarried,Nashik,MAHARASHTRA,<25,3,737,4,2,3
Paid,0,25,Male,NA,Unmarried,Huzur,MADHYA PRADESH,25-35,3,565,3,2,1
Paid,0,24,Male,Self Employed,Unmarried,Jaipur,RAJASTHAN,<25,5,583,5,1,1
Paid,0,24,Male,Post Graduate,Unmarried,Guntur,ANDHRA PRADESH,<25,3,736,1,2,1
Pending Payment,1,24,Male,Graduate,Unmarried,Pune City,MAHARASHTRA,<25,4,618,5,1,4
Paid,0,25,Female,Self Employed,Unmarried,Hyderabad,Telangana,25-35,4,550,1,2,1
Pending Payment,1,35,Male,Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,4,521,8,1,3
Pending Payment,1,32,Male,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,566,1,2,5
Paid,0,27,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,4,581,5,5,3
Paid,0,29,Male,Graduate,Unmarried,Thane,MAHARASHTRA,25-35,4,667,3,2,2
Paid,0,27,Male,Post Graduate,Unmarried,Nagpur,MAHARASHTRA,25-35,4,759,2,4,3
Paid,0,25,Male,Self Employed,Unmarried,Panvel,MAHARASHTRA,25-35,4,657,6,3,1
Paid,0,30,Male,Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,4,720,5,4,1
Paid,0,26,Male,Post Graduate,Married,tirupur,TAMIL NADU,25-35,4,756,3,2,2
Paid,0,35,Male,Post Graduate,Married,Huzur,MADHYA PRADESH,25-35,4,739,2,1,1
Pending Payment,1,30,Male,Graduate,Married,Ahmadabad City,GUJARAT,25-35,4,510,7,2,5
Paid,0,24,Male,Self Employed,Unmarried,Mumbai,Maharashtra,<25,4,722,1,4,3
Paid,0,33,Male,Post Graduate,Married,Goregaon East,MAHARASHTRA,25-35,4,554,5,2,3
Paid,0,26,Male,Graduate,Married,Ahmadabad City,GUJARAT,25-35,4,693,7,3,2
Paid,0,32,Male,10th-12th,Married,Gandhinagar,GUJARAT,25-35,6,584,1,4,2
Paid,0,30,Male,Post Graduate,Unmarried,Nilambur,KERALA,25-35,4,779,2,1,2
Paid,0,24,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,<25,4,664,3,1,1
Paid,0,31,Female,Graduate,Married,Mumbai,MAHARASHTRA,25-35,4,597,8,5,1
Paid,0,36,Male,Graduate,Married,Bangalore South,KARNATAKA,>35,4,738,6,5,3
Paid,0,32,Male,Post Graduate,Married,Surat City,GUJARAT,25-35,4,670,1,4,2
Pending Payment,1,29,Male,NA,Married,Solapur North,MAHARASHTRA,25-35,4,609,4,1,5
Paid,0,37,Male,10th-12th,Married,Mumbai,MAHARASHTRA,>35,5,739,5,5,2
Paid,0,27,Male,Post Graduate,Unmarried,Ahmadabad City,GUJARAT,25-35,4,718,2,1,1
Paid,0,33,Male,10th-12th,Married,Jodiya,GUJARAT,25-35,4,620,8,2,3
Paid,0,22,Male,Post Graduate,Unmarried,Tadepalle,ANDHRA PRADESH,<25,4,794,8,3,3
Paid,0,26,Male,Graduate,Unmarried,Vandavasi,TAMIL NADU,25-35,4,629,5,1,2
Paid,0,29,Male,Post Graduate,Unmarried,Tiruchirappalli,TAMIL NADU,25-35,4,643,1,1,1
Paid,0,26,Male,Post Graduate,Unmarried,Guntur,ANDHRA PRADESH,25-35,4,590,1,3,3
Paid,0,26,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,4,624,5,5,2
Pending Payment,1,30,Male,Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,4,547,6,2,3
Paid,0,32,Male,Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,722,6,3,1
Paid,0,24,Male,Post Graduate,Unmarried,Nashik,MAHARASHTRA,<25,4,762,1,3,2
Paid,0,28,Male,Post Graduate,Married,Banpur,ODISHA,25-35,4,584,4,2,3
Paid,0,28,Male,Post Graduate,Unmarried,Khopoli,MAHARASHTRA,25-35,4,663,7,4,2
Paid,0,31,Male,Post Graduate,Unmarried,Visakhapatnam,ANDHRA PRADESH,25-35,4,563,3,5,2
Paid,0,28,Male,Self Employed,Unmarried,Bangalore North,KARNATAKA,25-35,4,608,8,5,2
Pending Payment,1,24,Male,Post Graduate,Unmarried,Alirajpur,MADHYA PRADESH,<25,4,503,2,1,4
Paid,0,41,Male,Graduate,Unmarried,Mumbai,Maharashtra,>35,6,668,7,4,2
Paid,0,38,Male,Graduate,Married,Bangalore South,KARNATAKA,>35,3,572,7,5,1
Pending Payment,1,29,Male,Post Graduate,Married,Visakhapatnam (Urban),ANDHRA PRADESH,25-35,4,561,4,2,4
Paid,0,29,Male,Post Graduate,Unmarried,Vadodara,GUJARAT,25-35,4,744,4,4,1
Paid,0,28,Male,Self Employed,Unmarried,Pune City,MAHARASHTRA,25-35,4,724,8,4,2
Pending Payment,1,23,Female,Post Graduate,Unmarried,Bangalore South,KARNATAKA,<25,4,586,6,4,4
Paid,0,29,Male,Graduate,Unmarried,Gmc,ASSAM,25-35,4,765,5,5,2
Paid,0,28,Male,Post Graduate,Married,Huzur,MADHYA PRADESH,25-35,3,559,8,5,3
Paid,0,25,Male,Self Employed,Unmarried,Jaipur,RAJASTHAN,25-35,6,722,8,2,1
Paid,0,25,Male,10th-12th,Unmarried,Pune City,MAHARASHTRA,25-35,4,763,3,2,3
Paid,0,23,Male,Graduate,Unmarried,Jodhpur,RAJASTHAN,<25,4,774,7,4,2
Pending Payment,1,33,Male,Self Employed,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,617,2,2,4
Paid,0,24,Male,Post Graduate,Unmarried,Nadiad,GUJARAT,<25,3,766,6,4,2
Paid,0,30,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,700,2,3,2
Paid,0,22,Male,Post Graduate,Unmarried,Chembur,MAHARASHTRA,<25,4,570,3,3,3
Paid,0,25,Male,Graduate,Unmarried,NA,MAHARASHTRA,25-35,4,564,1,5,3
Paid,0,34,Male,Post Graduate,Married,Bangalore North,KARNATAKA,25-35,5,626,8,3,3
Paid,0,24,Male,10th-12th,Unmarried,Perambur Purasawalkam,TAMIL NADU,<25,5,616,5,4,2
Paid,0,27,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,780,7,1,3
Pending Payment,1,24,Male,Post Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,<25,4,506,8,4,3
Paid,0,28,Female,Graduate,Unmarried,Bengaluru,Karnataka,25-35,4,742,4,5,2
Paid,0,29,Male,Graduate,Married,Poonamallee,TAMIL NADU,25-35,4,687,5,2,2
Paid,0,35,Male,Post Graduate,Married,NA,MAHARASHTRA,25-35,4,625,5,1,3
Pending Payment,1,24,Male,Self Employed,Unmarried,Pune City,MAHARASHTRA,<25,4,630,1,2,5
Pending Payment,1,25,Male,Post Graduate,Unmarried,Bhinmal,RAJASTHAN,25-35,3,548,7,4,3
Paid,0,26,Male,Graduate,Unmarried,Tirunelveli,TAMIL NADU,25-35,4,575,5,1,2
Paid,0,31,Female,Self Employed,Unmarried,Ahmedabad,GUJARAT,25-35,4,648,6,5,3
Pending Payment,1,30,Male,Post Graduate,Married,Chorasi,GUJARAT,25-35,4,557,3,1,3
Paid,0,32,Female,Self Employed,Married,NA,TAMIL NADU,25-35,4,626,2,4,1
Paid,0,24,Male,Post Graduate,Unmarried,Indore,MADHYA PRADESH,<25,4,740,1,3,3
Paid,0,37,Male,Graduate,Unmarried,Rajahmundry (Urban),ANDHRA PRADESH,>35,4,589,2,3,1
Paid,0,34,Male,Post Graduate,Married,NA,MADHYA PRADESH,25-35,6,796,3,1,1
Paid,0,32,Male,Graduate,Unmarried,Nagpur,MAHARASHTRA,25-35,4,779,4,1,3
Pending Payment,1,28,Male,Post Graduate,Married,Madurai North,TAMIL NADU,25-35,4,556,1,1,3
Paid,0,32,Male,Post Graduate,Unmarried,Kamptee,MAHARASHTRA,25-35,5,561,7,2,2
Paid,0,24,Male,Post Graduate,Unmarried,Visakhapatnam,ANDHRA PRADESH,<25,4,665,1,5,2
Paid,0,31,Male,Self Employed,Unmarried,Bhubaneswar,ODISHA,25-35,5,634,3,4,3
Paid,0,30,Male,Post Graduate,Unmarried,Jiyyammavalasa,ANDHRA PRADESH,25-35,4,728,5,1,3
Paid,0,29,Male,Post Graduate,Unmarried,Sullia,KARNATAKA,25-35,4,749,3,5,2
Paid,0,36,Male,Graduate,Unmarried,Mangalagiri Ho,ANDHRA PRADESH,>35,4,719,8,5,1
Paid,0,27,Male,Graduate,Unmarried,Ahmadabad City,GUJARAT,25-35,4,704,2,4,2
Paid,0,37,Male,Graduate,Unmarried,Kalyan,MAHARASHTRA,>35,5,759,4,1,1
Paid,0,28,Male,Graduate,Unmarried,Bengaluru,Karnataka,25-35,4,724,1,1,3
Paid,0,24,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,<25,4,768,8,3,3
Paid,0,34,Male,Self Employed,Married,Giddalur,ANDHRA PRADESH,25-35,4,635,5,4,3
Paid,0,26,Male,Graduate,Unmarried,Visakhapatnam (Urban),ANDHRA PRADESH,25-35,4,709,3,3,3
Pending Payment,1,22,Male,Graduate,Unmarried,Huzur,MADHYA PRADESH,<25,4,565,1,4,3
Paid,0,33,Male,Graduate,Married,Panvel,MAHARASHTRA,25-35,4,624,6,3,2
Paid,0,35,Male,Post Graduate,Married,Nagpur,MAHARASHTRA,25-35,5,770,6,3,3
Paid,0,23,Male,Post Graduate,Unmarried,Kunnathunad,KERALA,<25,4,765,4,2,3
Paid,0,33,Male,Graduate,Married,Mumbai,MAHARASHTRA,25-35,4,575,3,3,1
Paid,0,27,Male,Post Graduate,Married,Ahmadabad City,GUJARAT,25-35,4,687,2,3,3
Paid,0,32,Male,Self Employed,Married,Karvir,MAHARASHTRA,25-35,4,659,6,2,3
Paid,0,29,Male,Post Graduate,Unmarried,Surat City,GUJARAT,25-35,4,739,7,1,3
Paid,0,37,Male,Self Employed,Married,Davanagere,KARNATAKA,>35,4,601,3,2,3
Paid,0,25,Male,Post Graduate,Unmarried,Tirupati (Urban),ANDHRA PRADESH,25-35,4,625,8,3,1
Paid,0,39,Male,Post Graduate,Married,Coimbatore North,TAMIL NADU,>35,4,672,1,4,2
Paid,0,35,Male,10th-12th,Married,Upleta,GUJARAT,25-35,4,745,7,2,2
Paid,0,27,Male,Self Employed,Unmarried,Guntur,ANDHRA PRADESH,25-35,4,793,6,5,1
Paid,0,29,Female,Graduate,Married,Bangalore North,KARNATAKA,25-35,5,617,8,4,2
Paid,0,28,Male,Self Employed,Unmarried,Guntur,ANDHRA PRADESH,25-35,4,680,7,4,2
Paid,0,33,Male,Graduate,Married,Huzur,MADHYA PRADESH,25-35,4,742,6,3,1
Pending Payment,1,37,Male,Graduate,Married,Belgaum,Karnataka,>35,4,606,7,5,3
Paid,0,24,Male,Post Graduate,Unmarried,Chennai,TAMIL NADU,<25,4,760,7,3,1
Paid,0,22,Male,Post Graduate,Unmarried,Thane,MAHARASHTRA,<25,4,602,1,2,1
Paid,0,26,Male,NA,Unmarried,Indore,MADHYA PRADESH,25-35,3,771,2,2,1
Pending Payment,1,24,Male,Post Graduate,Married,Tirupati (Urban),ANDHRA PRADESH,<25,4,551,8,2,5
Paid,0,30,Male,Self Employed,Married,Erode,TAMIL NADU,25-35,4,750,8,5,3
Paid,0,25,Female,Post Graduate,Married,Tambaram,TAMIL NADU,25-35,4,588,2,3,2
Paid,0,26,Male,Post Graduate,Unmarried,Palghar,MAHARASHTRA,25-35,4,770,6,5,2
Paid,0,27,Male,Graduate,Unmarried,Guntakal,ANDHRA PRADESH,25-35,5,593,4,1,3
Pending Payment,1,30,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,521,2,5,5
Paid,0,29,Male,Graduate,Married,Panvel,MAHARASHTRA,25-35,3,751,2,5,1
Paid,0,37,Male,Post Graduate,Unmarried,Tiruppur,TAMIL NADU,>35,5,702,5,5,3
Paid,0,27,Male,Post Graduate,Unmarried,Ernakulam,KERALA,25-35,5,620,3,2,2
Paid,0,25,Male,Post Graduate,Unmarried,Bassein,MAHARASHTRA,25-35,4,695,3,4,2
Paid,0,26,Male,Post Graduate,Unmarried,Madurai,Tamil Nadu,25-35,5,702,7,3,2
Paid,0,37,Male,Self Employed,Married,NA,TAMIL NADU,>35,5,657,6,2,2
Pending Payment,1,26,Male,Graduate,Married,Surat City,GUJARAT,25-35,4,551,7,1,3
Paid,0,36,Male,Graduate,Unmarried,Nagpur,MAHARASHTRA,>35,5,669,2,2,1
Paid,0,24,Male,10th-12th,Married,Aurangabad,MAHARASHTRA,<25,4,732,5,3,3
Paid,0,32,Male,Graduate,Married,Salem,TAMIL NADU,25-35,4,757,2,1,2
Paid,0,28,Male,Post Graduate,Unmarried,Visakhapatnam,ANDHRA PRADESH,25-35,4,596,4,5,1
Paid,0,24,Female,Post Graduate,Unmarried,Huzur,MADHYA PRADESH,<25,5,594,4,1,3
Paid,0,35,Male,Post Graduate,Unmarried,Digha,MAHARASHTRA,25-35,5,645,4,3,3
Pending Payment,1,31,Female,Post Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,5,613,3,3,3
Paid,0,28,Male,Graduate,Unmarried,Sohagpur,MADHYA PRADESH,25-35,4,709,2,5,1
Paid,0,27,Male,Graduate,Unmarried,Perundurai,TAMIL NADU,25-35,4,749,5,2,2
Paid,0,28,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,587,7,2,2
Paid,0,26,Male,Self Employed,Unmarried,Haveli,MAHARASHTRA,25-35,4,736,1,5,3
Paid,0,34,Male,Graduate,Married,NA,MAHARASHTRA,25-35,4,760,8,5,3
Pending Payment,1,22,Male,Graduate,Unmarried,Bangalore South,KARNATAKA,<25,4,596,5,3,5
Paid,0,35,Male,Graduate,Unmarried,Vadodara,GUJARAT,25-35,4,587,3,3,2
Paid,0,34,Male,Post Graduate,Married,Hyderabad,TELANGANA,25-35,4,647,1,5,2
Paid,0,30,Male,Self Employed,Unmarried,Aruppukottai,TAMIL NADU,25-35,5,716,2,5,1
Paid,0,34,Female,Graduate,Married,Vasai,MAHARASHTRA,25-35,4,778,8,1,3
Pending Payment,1,36,Male,Graduate,Married,Kalyan,MAHARASHTRA,>35,4,591,2,4,4
Paid,0,35,Female,Graduate,Married,Tiruppur,TAMIL NADU,25-35,3,550,6,2,2
Paid,0,22,Male,Post Graduate,Unmarried,Niphad,MAHARASHTRA,<25,5,622,5,3,2
Pending Payment,1,23,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,<25,3,645,6,2,5
Paid,0,37,Male,10th-12th,Married,Bangalore South,KARNATAKA,>35,6,694,1,2,3
Paid,0,26,Male,Post Graduate,Married,Saidapet,TAMIL NADU,25-35,4,615,5,3,2
Paid,0,30,Male,Graduate,Married,Bangalore North,KARNATAKA,25-35,4,587,8,2,3
Paid,0,25,Male,NA,Unmarried,Tiruchirappalli,TAMIL NADU,25-35,4,605,8,5,3
